toucher,passer,receiver,shooter,goalie,assister,blocker,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,playType,Period,gameClock,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Date,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Team,teamId,teamImageId,opponent,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,ShotDist,reportId,PsDist,PsDirection,PsCompleted,Chance,xGOT,ShotPlayStyle,BodyPart,Pressure,PlyrsBtwn
Fran García,Fran García,K. Mbappé,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,39c5g6782qlrtw55fsre7exnt,39c5g6782qlrtw55fsre7exnt,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:203,203,20,46,5,15,15,Pass,1,439,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,11.4,Square,Yes,No,0.00,,Other,None,
K. Mbappé,K. Mbappé,L. Modric,,,,,,,,diod1hv5hv7v7z7mfleev1txx,5e9ilgrz3tzg9kd1gk3yvrahh,5e9ilgrz3tzg9kd1gk3yvrahh,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:204,204,20,46,6,15,15,Pass,1,443,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,26.1,Square,Yes,No,0.00,,Other,None,
L. Modric,L. Modric,F. Valverde,,,,,,,,1i9wi65k2foqwudeqiyih87hl,diod1hv5hv7v7z7mfleev1txx,diod1hv5hv7v7z7mfleev1txx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:205,205,20,46,7,15,15,Pass,1,446,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0001,0.0,null-223,20.8,Forward,Yes,No,0.00,,Other,None,
F. Valverde,F. Valverde,L. Modric,,,,,,,,diod1hv5hv7v7z7mfleev1txx,1i9wi65k2foqwudeqiyih87hl,1i9wi65k2foqwudeqiyih87hl,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:206,206,20,46,8,15,15,Pass,1,449,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0002,0.0,null-223,7.5,Square,Yes,No,0.00,,Other,None,
L. Modric,L. Modric,F. Valverde,,,,,,,,1i9wi65k2foqwudeqiyih87hl,diod1hv5hv7v7z7mfleev1txx,diod1hv5hv7v7z7mfleev1txx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:207,207,20,46,9,15,15,Pass,1,452,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0007,0.0,null-223,11.4,Forward,Yes,No,0.00,,Other,None,
F. Valverde,F. Valverde,L. Modric,,,,,,,,diod1hv5hv7v7z7mfleev1txx,1i9wi65k2foqwudeqiyih87hl,1i9wi65k2foqwudeqiyih87hl,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:208,208,20,46,10,15,15,Pass,1,455,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0004,0.0,null-223,8.7,Backward,Yes,No,0.00,,Other,None,
L. Modric,L. Modric,A. Güler,,,,,,,,39gif4xfy8xddarasbsad56ok,diod1hv5hv7v7z7mfleev1txx,diod1hv5hv7v7z7mfleev1txx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:209,209,20,46,11,15,15,Pass,1,458,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0003,0.0,null-223,13.9,Square,Yes,No,0.00,,Other,None,
A. Güler,A. Güler,,,,,,,,,,39gif4xfy8xddarasbsad56ok,39gif4xfy8xddarasbsad56ok,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:210,210,20,46,12,15,15,Pass,1,460,32,32,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,43.9,Square,No,No,0.00,,Other,None,
Juanlu Sánchez,,,,,,,,,,,,7j2h7bq14b9n6xephp8vchfu2,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:213,213,21,47,1,16,16,Interception,1,463,12,12,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Juanlu Sánchez,Juanlu Sánchez,D. Lukébakio,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,7j2h7bq14b9n6xephp8vchfu2,7j2h7bq14b9n6xephp8vchfu2,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:215,215,21,48,3,16,16,Pass,1,468,12,12,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0004,0.0,null-223,14.7,Forward,Yes,No,0.00,,Other,None,
D. Lukébakio,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:216,216,21,49,4,16,16,TakeOn,1,475,12,12,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
Jacobo Ramón,,,,,,,,,,,,2b1aq7e51fjbukd3muxfthd78,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:219,219,22,49,1,17,17,Tackle,1,475,3,3,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
D. Lukébakio,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:220,220,,49,,,,BallTouch,1,475,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Fran García,Fran García,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,39c5g6782qlrtw55fsre7exnt,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:222,222,22,50,3,17,17,Pass,1,478,3,3,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,31.2,Square,No,No,0.00,,Other,None,
José Ángel Carmona,José Ángel Carmona,Álvaro García Pascual,,,,,,,,33hleud9o8i63qq8nq9qy6k9g,6jq376l673aizjxxhhos2j52i,6jq376l673aizjxxhhos2j52i,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:225,225,23,51,1,18,18,Pass,1,481,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0080,0.0,null-223,10.2,Forward,Yes,No,0.00,,Other,None,
Álvaro García Pascual,Álvaro García Pascual,D. Sow,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,33hleud9o8i63qq8nq9qy6k9g,33hleud9o8i63qq8nq9qy6k9g,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:227,227,23,52,3,18,18,Pass,1,483,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0014,0.0,null-223,7.9,Backward,Yes,No,0.00,,Other,None,
D. Sow,D. Sow,D. Lukébakio,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,7cdiijsvnfc7tafy0zkf4uz9,7cdiijsvnfc7tafy0zkf4uz9,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:228,228,23,52,4,18,18,Pass,1,485,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0022,0.0,null-223,39.3,Square,Yes,No,0.00,,Other,None,
D. Lukébakio,D. Lukébakio,Suso,,,,,,,,5c4ku1hmhy6l9dq8a5jp1qf9x,5cw4n6kdaa7imeyaiuo2pnq39,5cw4n6kdaa7imeyaiuo2pnq39,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:229,229,23,53,5,18,18,Pass,1,490,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0091,0.0,null-223,6.6,Square,Yes,Yes,0.00,,Other,None,
Suso,,,Suso,A. Lunin,,,5c4ku1hmhy6l9dq8a5jp1qf9x,5cw4n6kdaa7imeyaiuo2pnq39,,,,5c4ku1hmhy6l9dq8a5jp1qf9x,38bp85766w04a0nuulq5fiig9,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:230,230,23,53,6,18,18,Miss,1,492,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.03,0.0000,22.2,null-223,0.0,Square,Yes,No,0.00,Open play,Left foot,High,3+
A. Lunin,A. Lunin,L. Modric,,,,,,,,diod1hv5hv7v7z7mfleev1txx,38bp85766w04a0nuulq5fiig9,38bp85766w04a0nuulq5fiig9,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:235,235,24,54,1,19,19,Pass,1,508,17,17,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,24.5,Forward,Yes,No,0.00,,Other,None,
L. Modric,L. Modric,K. Mbappé,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,diod1hv5hv7v7z7mfleev1txx,diod1hv5hv7v7z7mfleev1txx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:236,236,24,55,2,19,19,Pass,1,518,17,17,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,18.8,Square,Yes,No,0.00,,Other,None,
K. Mbappé,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:237,237,24,56,3,19,19,TakeOn,1,525,17,17,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
L. Agoumé,,,,,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:240,240,25,57,1,20,20,Tackle,1,526,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Juanlu Sánchez,Juanlu Sánchez,D. Lukébakio,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,7j2h7bq14b9n6xephp8vchfu2,7j2h7bq14b9n6xephp8vchfu2,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:242,242,25,57,3,20,20,Pass,1,528,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,9.6,Forward,Yes,No,0.00,,Other,None,
D. Lukébakio,D. Lukébakio,L. Agoumé,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,5cw4n6kdaa7imeyaiuo2pnq39,5cw4n6kdaa7imeyaiuo2pnq39,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:243,243,25,58,4,20,20,Pass,1,529,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,5.3,Square,Yes,No,0.00,,Other,None,
L. Agoumé,L. Agoumé,L. Badé,,,,,,,,rlgrvvibryod2g92hqc97ii2,c8mp2wwwyvy930vfjnivg2hre,c8mp2wwwyvy930vfjnivg2hre,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:244,244,25,58,5,20,20,Pass,1,530,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,12.0,Backward,Yes,No,0.00,,Other,None,
L. Badé,L. Badé,José Ángel Carmona,,,,,,,,6jq376l673aizjxxhhos2j52i,rlgrvvibryod2g92hqc97ii2,rlgrvvibryod2g92hqc97ii2,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:245,245,25,58,6,20,20,Pass,1,534,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,37.5,Square,Yes,No,0.00,,Other,None,
José Ángel Carmona,José Ángel Carmona,Kike Salas,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,6jq376l673aizjxxhhos2j52i,6jq376l673aizjxxhhos2j52i,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:246,246,25,58,7,20,20,Pass,1,539,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,17.0,Backward,Yes,No,0.00,,Other,None,
Kike Salas,Kike Salas,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,9nwkxgbl8t933pzu60ye4xxxw,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:247,247,25,58,8,20,20,Pass,1,542,16,16,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-05-18,Sevilla,Real Madrid,0,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,0,0,0,2,0,2,2,45,2025-05-18 17:00:00,L 0-2,0-0,0.00,0.0000,0.0,null-223,27.3,Forward,No,No,0.00,,Other,None,
F. Valverde,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:248,248,,58,,,,BallTouch,1,543,,,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Jesús Vallejo,Jesús Vallejo,L. Modric,,,,,,,,diod1hv5hv7v7z7mfleev1txx,eihwzqtt27l2l8iu990h68edx,eihwzqtt27l2l8iu990h68edx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:252,252,26,60,2,21,21,Pass,1,548,20,109,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,15.9,Forward,Yes,No,0.00,,Other,None,
L. Modric,L. Modric,Jesús Vallejo,,,,,,,,eihwzqtt27l2l8iu990h68edx,diod1hv5hv7v7z7mfleev1txx,diod1hv5hv7v7z7mfleev1txx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:253,253,26,60,3,21,21,Pass,1,553,20,109,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0001,0.0,null-223,10.8,Square,Yes,No,0.00,,Other,None,
Jesús Vallejo,Jesús Vallejo,Fran García,,,,,,,,39c5g6782qlrtw55fsre7exnt,eihwzqtt27l2l8iu990h68edx,eihwzqtt27l2l8iu990h68edx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:254,254,26,60,4,21,21,Pass,1,556,20,109,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0001,0.0,null-223,20.3,Square,Yes,No,0.00,,Other,None,
Fran García,Fran García,L. Modric,,,,,,,,diod1hv5hv7v7z7mfleev1txx,39c5g6782qlrtw55fsre7exnt,39c5g6782qlrtw55fsre7exnt,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:255,255,26,60,5,21,21,Pass,1,558,20,109,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0002,0.0,null-223,11.8,Square,Yes,No,0.00,,Other,None,
L. Modric,L. Modric,Fran García,,,,,,,,39c5g6782qlrtw55fsre7exnt,diod1hv5hv7v7z7mfleev1txx,diod1hv5hv7v7z7mfleev1txx,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:257,257,26,61,6,21,21,Pass,1,562,20,109,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0012,0.0,null-223,27.0,Forward,Yes,No,0.00,,Other,None,
Fran García,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,,9k2lcpit2c3iaegde42bu3uac,9k2lcpit2c3iaegde42bu3uac,2445375,9k2lcpit2c3iaegde42bu3uac:258,258,26,61,7,21,21,TakeOn,1,566,20,109,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2025-05-18,Sevilla,Real Madrid,0,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,0,0,2,2,0,2,45,2025-05-18 17:00:00,W 2-0,0-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
