toucher,passer,receiver,shooter,goalie,assister,blocker,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,playType,Period,gameClock,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Date,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Team,teamId,teamImageId,opponent,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,ShotDist,reportId,PsDist,PsDirection,PsCompleted,Chance,xGOT,ShotPlayStyle,BodyPart,Pressure,PlyrsBtwn
G. Simeone,G. Simeone,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,5es43b4a7fv0lkmp63dj439ey,5es43b4a7fv0lkmp63dj439ey,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:375,375,45,93,4,24,24,Pass,1,1030,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0003,0.0,null-223,6.7,Backward,Yes,No,0.00,,Other,None,
N. Molina,N. Molina,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:376,376,45,94,5,24,24,Pass,1,1032,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0004,0.0,null-223,27.9,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:377,377,45,94,6,24,24,Pass,1,1035,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0006,0.0,null-223,18.3,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,J. Alvarez,,,,,,,,9ikkuxd19avliz1khcrm82gyy,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:378,378,45,94,7,24,24,Pass,1,1038,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0017,0.0,null-223,8.2,Forward,Yes,No,0.00,,Other,None,
J. Alvarez,J. Alvarez,Marcos Llorente,,,,,,,,amxunh6enoc99r07cp7qt621h,9ikkuxd19avliz1khcrm82gyy,9ikkuxd19avliz1khcrm82gyy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:379,379,45,94,8,24,24,Pass,1,1043,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0012,0.0,null-223,16.1,Square,Yes,No,0.00,,Other,None,
Marcos Llorente,Marcos Llorente,G. Simeone,,,,,,,,5es43b4a7fv0lkmp63dj439ey,amxunh6enoc99r07cp7qt621h,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:380,380,45,95,9,24,24,Pass,1,1044,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0006,0.0,null-223,22.4,Square,Yes,No,0.00,,Other,None,
G. Simeone,G. Simeone,A. Griezmann,,,,,,,,716n1970vi9rvw5b4w9qmjfth,5es43b4a7fv0lkmp63dj439ey,5es43b4a7fv0lkmp63dj439ey,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:381,381,45,95,10,24,24,Pass,1,1048,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0018,0.0,null-223,9.3,Square,Yes,No,0.00,,Other,None,
A. Griezmann,A. Griezmann,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,716n1970vi9rvw5b4w9qmjfth,716n1970vi9rvw5b4w9qmjfth,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:382,382,45,95,11,24,24,Pass,1,1049,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0138,0.0,null-223,15.0,Forward,Yes,Yes,0.00,,Other,None,
N. Molina,,,N. Molina,Ø. Nyland,,,ieu0x9fy8hpqyztdjg8bgpnt,716n1970vi9rvw5b4w9qmjfth,,,,ieu0x9fy8hpqyztdjg8bgpnt,cfc7fqq748bz3nklfam2a2fp,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:383,383,45,95,12,24,24,Miss,1,1050,31,84,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.02,0.0000,16.6,null-223,0.0,Square,Yes,No,0.00,Open play,Right foot,Moderate,2
Kike Salas,Kike Salas,Ø. Nyland,,,,,,,,cfc7fqq748bz3nklfam2a2fp,9nwkxgbl8t933pzu60ye4xxxw,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:388,388,46,96,1,25,25,Pass,1,1074,0,29,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,9.3,Square,Yes,No,0.00,,Other,None,
Ø. Nyland,Ø. Nyland,A. Adams,,,,,,,,6mf11pv0pfvyl9vom1i1pi0yy,cfc7fqq748bz3nklfam2a2fp,cfc7fqq748bz3nklfam2a2fp,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:390,390,47,98,1,25,25,Pass,1,1089,14,29,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0003,0.0,null-223,62.5,Forward,Yes,No,0.00,,Other,None,
A. Adams,A. Adams,C. Ejuke,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,6mf11pv0pfvyl9vom1i1pi0yy,6mf11pv0pfvyl9vom1i1pi0yy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:391,391,47,98,2,25,25,Pass,1,1093,14,29,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0005,0.0,null-223,23.9,Square,Yes,No,0.00,,Other,None,
C. Ejuke,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:392,392,47,98,3,25,25,TakeOn,1,1100,14,29,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
C. Ejuke,C. Ejuke,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,6ufkq71qh9wrfyaez5yi94e09,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:394,394,47,99,4,25,25,Pass,1,1103,14,29,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,12.2,Square,No,No,0.00,,Other,None,
J. Oblak,,,,,,,,,,,,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:395,395,,98,,,,Clearance,1,1103,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
C. Gallagher,,,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:396,396,,98,,,,BallTouch,1,1103,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:397,397,,98,,,,Clearance,1,1104,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,,,,,,,,,,,,375gnysvjk9bvq02ex1lkmynd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:398,398,,99,,,,BallTouch,1,1109,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
J. Oblak,J. Oblak,G. Simeone,,,,,,,,5es43b4a7fv0lkmp63dj439ey,2yt9oajv9dkbju8tgy1g2nmqd,2yt9oajv9dkbju8tgy1g2nmqd,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:403,403,48,100,1,26,26,Pass,1,1144,3,3,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0001,0.0,null-223,65.2,Forward,Yes,No,0.00,,Other,None,
G. Simeone,G. Simeone,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,5es43b4a7fv0lkmp63dj439ey,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:406,406,48,101,3,26,26,Pass,1,1147,3,3,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,15.9,Forward,No,No,0.00,,Other,None,
Adrià Pedrosa,Adrià Pedrosa,D. Sow,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,8rprxly1blrhq9cwhfqoheeax,8rprxly1blrhq9cwhfqoheeax,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:409,409,49,102,1,27,27,Pass,1,1149,9,9,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,8.3,Forward,Yes,No,0.00,,Other,None,
D. Sow,D. Sow,L. Badé,,,,,,,,rlgrvvibryod2g92hqc97ii2,7cdiijsvnfc7tafy0zkf4uz9,7cdiijsvnfc7tafy0zkf4uz9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:411,411,49,103,3,27,27,Pass,1,1151,9,9,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,25.2,Backward,Yes,No,0.00,,Other,None,
L. Badé,L. Badé,Kike Salas,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,rlgrvvibryod2g92hqc97ii2,rlgrvvibryod2g92hqc97ii2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:412,412,49,103,4,27,27,Pass,1,1156,9,9,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,14.8,Square,Yes,No,0.00,,Other,None,
Kike Salas,Kike Salas,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:413,413,49,103,5,27,27,Pass,1,1158,9,9,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,0,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-0,0.00,0.0000,0.0,null-223,45.7,Forward,No,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,N. Molina,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:416,416,50,104,1,28,28,Pass,1,1162,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,11.8,Square,Yes,No,0.00,,Other,None,
N. Molina,N. Molina,Marcos Llorente,,,,,,,,amxunh6enoc99r07cp7qt621h,ieu0x9fy8hpqyztdjg8bgpnt,ieu0x9fy8hpqyztdjg8bgpnt,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:418,418,50,104,3,28,28,Pass,1,1165,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,16.2,Forward,Yes,No,0.00,,Other,None,
Marcos Llorente,Marcos Llorente,G. Simeone,,,,,,,,5es43b4a7fv0lkmp63dj439ey,amxunh6enoc99r07cp7qt621h,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:419,419,50,105,4,28,28,Pass,1,1168,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,8.8,Square,Yes,No,0.00,,Other,None,
G. Simeone,G. Simeone,Marcos Llorente,,,,,,,,amxunh6enoc99r07cp7qt621h,5es43b4a7fv0lkmp63dj439ey,5es43b4a7fv0lkmp63dj439ey,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:420,420,50,105,5,28,28,Pass,1,1169,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,5.6,Square,Yes,No,0.00,,Other,None,
Marcos Llorente,Marcos Llorente,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,amxunh6enoc99r07cp7qt621h,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:423,423,50,105,6,28,28,Pass,1,1176,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,21.1,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:424,424,50,105,7,28,28,Pass,1,1179,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,19.5,Square,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,César Azpilicueta,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:425,425,50,106,8,28,28,Pass,1,1182,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,15.8,Square,Yes,No,0.00,,Other,None,
César Azpilicueta,César Azpilicueta,C. Lenglet,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,bvw1jgmhfyc896gfi6uj0skwl,bvw1jgmhfyc896gfi6uj0skwl,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:426,426,50,106,9,28,28,Pass,1,1188,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,16.6,Backward,Yes,No,0.00,,Other,None,
C. Lenglet,C. Lenglet,Robin Le Normand,,,,,,,,6xulax65kp4aid70nk7g5jr2t,3gsprcdyogabeb8lr2y0bmytx,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:427,427,50,106,10,28,28,Pass,1,1193,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,19.0,Square,Yes,No,0.00,,Other,None,
Robin Le Normand,Robin Le Normand,Marcos Llorente,,,,,,,,amxunh6enoc99r07cp7qt621h,6xulax65kp4aid70nk7g5jr2t,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:428,428,50,106,11,28,28,Pass,1,1195,53,53,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,0,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,0,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,0-1,0.00,0.0000,0.0,null-223,11.9,Square,Yes,No,0.00,,Other,None,
