toucher,passer,receiver,shooter,goalie,assister,blocker,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,playType,Period,gameClock,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Date,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Team,teamId,teamImageId,opponent,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,ShotDist,reportId,PsDist,PsDirection,PsCompleted,Chance,xGOT,ShotPlayStyle,BodyPart,Pressure,PlyrsBtwn
Marcos Llorente,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1773,1773,,416,,,,Clearance,2,4524,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Kike Salas,Kike Salas,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1777,1777,210,417,1,128,60,Pass,2,4549,0,28,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,32.0,Forward,No,No,0.00,,Other,None,
Robin Le Normand,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1780,1780,,419,,,,Clearance,2,4551,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Forward,Yes,No,0.00,,Head,None,
Koke,Koke,Marcos Llorente,,,,,,,,amxunh6enoc99r07cp7qt621h,b9kfek16otvdorssn0wzkb36d,b9kfek16otvdorssn0wzkb36d,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1783,1783,211,418,1,129,61,Pass,2,4551,5,5,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,6.5,Square,Yes,No,0.00,,Other,None,
Marcos Llorente,Marcos Llorente,Rodrigo Riquelme,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,amxunh6enoc99r07cp7qt621h,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1784,1784,211,419,2,129,61,Pass,2,4552,5,5,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,12.8,Forward,Yes,No,0.00,,Other,None,
Rodrigo Riquelme,Rodrigo Riquelme,A. Sørloth,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,bqmhsb2bsuuuijw2ci39l01k9,bqmhsb2bsuuuijw2ci39l01k9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1786,1786,211,419,4,129,61,Pass,2,4554,5,5,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0001,0.0,null-223,19.8,Forward,Yes,No,0.00,,Other,None,
A. Sørloth,,,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1787,1787,211,420,5,129,61,BallTouch,2,4556,5,5,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
Kike Salas,Kike Salas,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,9nwkxgbl8t933pzu60ye4xxxw,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1791,1791,212,420,2,130,62,Pass,2,4558,1,1,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,13.0,Square,No,No,0.00,,Other,None,
C. Gallagher,,,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1794,1794,213,422,1,131,63,Interception,2,4559,4,4,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
C. Gallagher,C. Gallagher,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,c83h08n0vnjvfgglyefy03h0p,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1796,1796,213,422,3,131,63,Pass,2,4563,4,4,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,14.6,Square,No,No,0.00,,Other,None,
José Ángel Carmona,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1797,1797,,423,,,,Clearance,2,4566,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
D. Sow,D. Sow,Isaac Romero,,,,,,,,45rxt159xjefvxlfgeykclw8a,7cdiijsvnfc7tafy0zkf4uz9,7cdiijsvnfc7tafy0zkf4uz9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1801,1801,214,425,2,132,64,Pass,2,4577,21,21,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,7.6,Square,Yes,No,0.00,,Other,None,
Isaac Romero,Isaac Romero,L. Badé,,,,,,,,rlgrvvibryod2g92hqc97ii2,45rxt159xjefvxlfgeykclw8a,45rxt159xjefvxlfgeykclw8a,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1802,1802,214,425,3,132,64,Pass,2,4579,21,21,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,12.9,Backward,Yes,No,0.00,,Other,None,
L. Badé,L. Badé,Ø. Nyland,,,,,,,,cfc7fqq748bz3nklfam2a2fp,rlgrvvibryod2g92hqc97ii2,rlgrvvibryod2g92hqc97ii2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1803,1803,214,425,4,132,64,Pass,2,4581,21,21,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,43.1,Square,Yes,No,0.00,,Other,None,
Ø. Nyland,Ø. Nyland,Saúl,,,,,,,,40h47dhimsmeiury61w1ourx1,cfc7fqq748bz3nklfam2a2fp,cfc7fqq748bz3nklfam2a2fp,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1804,1804,214,426,5,132,64,Pass,2,4588,21,21,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0005,0.0,null-223,60.1,Forward,Yes,No,0.00,,Other,None,
Saúl,Saúl,,,,,,,,,,40h47dhimsmeiury61w1ourx1,40h47dhimsmeiury61w1ourx1,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1807,1807,214,427,7,132,64,Pass,2,4591,21,21,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,1.5,Square,No,No,0.00,,Other,None,
Robin Le Normand,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1808,1808,,427,,,,BallTouch,2,4591,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Head,None,
Rodrigo Riquelme,,,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1809,1809,,427,,,,BallTouch,2,4594,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
Saúl,,,,,,,,,,,,40h47dhimsmeiury61w1ourx1,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1810,1810,,427,,,,BallTouch,2,4595,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Head,None,
Rodrigo Riquelme,Rodrigo Riquelme,Pablo Barrios,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,bqmhsb2bsuuuijw2ci39l01k9,bqmhsb2bsuuuijw2ci39l01k9,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1814,1814,215,428,2,133,65,Pass,2,4597,9,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0001,0.0,null-223,3.6,Square,Yes,No,0.00,,Other,None,
Pablo Barrios,Pablo Barrios,Koke,,,,,,,,b9kfek16otvdorssn0wzkb36d,9e7ybe0nsu3byq2tteey3zuy2,9e7ybe0nsu3byq2tteey3zuy2,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1815,1815,215,428,3,133,65,Pass,2,4598,9,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0001,0.0,null-223,6.5,Square,Yes,No,0.00,,Other,None,
Koke,Koke,J. Alvarez,,,,,,,,9ikkuxd19avliz1khcrm82gyy,b9kfek16otvdorssn0wzkb36d,b9kfek16otvdorssn0wzkb36d,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1816,1816,215,429,4,133,65,Pass,2,4600,9,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0016,0.0,null-223,18.5,Forward,Yes,No,0.00,,Other,None,
J. Alvarez,J. Alvarez,A. Sørloth,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,9ikkuxd19avliz1khcrm82gyy,9ikkuxd19avliz1khcrm82gyy,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1817,1817,215,429,5,133,65,Pass,2,4603,9,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0057,0.0,null-223,16.9,Square,Yes,Yes,0.00,,Other,None,
A. Sørloth,,,A. Sørloth,Ø. Nyland,,N. Gudelj,6akzpi6rd6qq0ke07ojnhpoet,9ikkuxd19avliz1khcrm82gyy,6vvwhgic29fekmmj2cg62ytp1,,,6akzpi6rd6qq0ke07ojnhpoet,cfc7fqq748bz3nklfam2a2fp,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1818,1818,215,429,6,133,65,AttemptSaved,2,4605,9,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.04,0.0000,15.4,null-223,0.0,Square,Yes,No,0.00,Open play,Left foot,Moderate,2
N. Gudelj,,,,,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1819,1819,,429,,,,Save,2,4605,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Rodrigo Riquelme,Rodrigo Riquelme,,,Ø. Nyland,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,bqmhsb2bsuuuijw2ci39l01k9,cfc7fqq748bz3nklfam2a2fp,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1823,1823,216,430,1,133,65,Pass,2,4645,0,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,38.0,Square,No,No,0.00,,Right foot,None,
Ø. Nyland,,,,,,,,,,,,cfc7fqq748bz3nklfam2a2fp,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1826,1826,,430,,,,Punch,2,4647,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Forward,No,No,0.00,,Other,None,
C. Gallagher,,,C. Gallagher,Ø. Nyland,,,c83h08n0vnjvfgglyefy03h0p,,,,,c83h08n0vnjvfgglyefy03h0p,cfc7fqq748bz3nklfam2a2fp,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1828,1828,217,430,1,133,65,Miss,2,4648,0,52,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.10,0.0000,16.2,null-223,0.0,Square,Yes,No,0.00,Corner,Left foot,Low,3+
N. Gudelj,N. Gudelj,Ø. Nyland,,,,,,,,cfc7fqq748bz3nklfam2a2fp,6vvwhgic29fekmmj2cg62ytp1,6vvwhgic29fekmmj2cg62ytp1,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1836,1836,218,431,1,134,66,Pass,2,4702,3,10,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,10.2,Square,Yes,No,0.00,,Other,None,
Ø. Nyland,Ø. Nyland,,,,,,,,,,cfc7fqq748bz3nklfam2a2fp,cfc7fqq748bz3nklfam2a2fp,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1837,1837,218,432,2,134,66,Pass,2,4705,3,10,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,69.4,Forward,No,No,0.00,,Other,None,
Marcos Llorente,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1838,1838,,432,,,,BallTouch,2,4710,,,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
Isaac Romero,,,,,,,,,,,,45rxt159xjefvxlfgeykclw8a,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1840,1840,219,432,1,134,66,TakeOn,2,4712,0,10,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
C. Lenglet,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1843,1843,220,432,1,135,67,Tackle,2,4712,2,2,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Marcos Llorente,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1844,1844,220,433,2,135,67,BallTouch,2,4714,2,2,ATM,,,Atlético de Madrid,Atlético de Madrid,ATM,Atlético,#FF3300,175,2025-04-06,Sevilla,Atlético de Madrid,1,1,ATM,ATM,4ku8o6uf87yd8iecdalipo6wd,175,SEV,10eyb18v5puw4ez03ocaug09m,179,1,1,1,2,2,1,2,45,2025-04-06 14:15:00,W 2-1,1-1,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
D. Lukébakio,D. Lukébakio,L. Badé,,J. Oblak,,,,,,rlgrvvibryod2g92hqc97ii2,5cw4n6kdaa7imeyaiuo2pnq39,5cw4n6kdaa7imeyaiuo2pnq39,2yt9oajv9dkbju8tgy1g2nmqd,8r3zvhi1dd8spmmjtap8e84d0,8r3zvhi1dd8spmmjtap8e84d0,2445304,8r3zvhi1dd8spmmjtap8e84d0:1849,1849,221,434,1,136,68,Pass,2,4747,2,2,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2025-04-06,Sevilla,Atlético de Madrid,1,1,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,ATM,4ku8o6uf87yd8iecdalipo6wd,175,1,1,1,2,1,2,2,45,2025-04-06 14:15:00,L 1-2,1-1,0.00,0.0638,0.0,null-223,36.7,Square,Yes,Yes,0.00,,Left foot,None,
