toucher,passer,receiver,shooter,goalie,assister,blocker,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,playType,Period,gameClock,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Date,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Team,teamId,teamImageId,opponent,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,ShotDist,reportId,PsDist,PsDirection,PsCompleted,Chance,xGOT,ShotPlayStyle,BodyPart,Pressure,PlyrsBtwn
A. Rüdiger,A. Rüdiger,Dani Ceballos,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,6fzbp94hf19ysotdassrqdc5x,6fzbp94hf19ysotdassrqdc5x,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:648,648,76,170,12,51,51,Pass,1,1757,40,75,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0003,0.0,null-223,17.8,Square,Yes,No,0.00,,Other,None,
Dani Ceballos,Dani Ceballos,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,i48mf81fxn2af1xxjzfi8gr9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:649,649,76,170,13,51,51,Pass,1,1760,40,75,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,12.2,Forward,No,No,0.00,,Other,None,
S. Idumbo,S. Idumbo,A. Sambi Lokonga,,,,,,,,375gnysvjk9bvq02ex1lkmynd,370bp4zp3mxe27rtx3gwhcems,370bp4zp3mxe27rtx3gwhcems,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:653,653,77,171,2,52,52,Pass,1,1761,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,7.8,Square,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,A. Sambi Lokonga,Isaac Romero,,,,,,,,45rxt159xjefvxlfgeykclw8a,375gnysvjk9bvq02ex1lkmynd,375gnysvjk9bvq02ex1lkmynd,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:654,654,77,171,3,52,52,Pass,1,1763,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,8.4,Forward,Yes,No,0.00,,Other,None,
Isaac Romero,Isaac Romero,S. Idumbo,,,,,,,,370bp4zp3mxe27rtx3gwhcems,45rxt159xjefvxlfgeykclw8a,45rxt159xjefvxlfgeykclw8a,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:655,655,77,172,4,52,52,Pass,1,1764,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0001,0.0,null-223,20.5,Forward,Yes,No,0.00,,Other,None,
S. Idumbo,,,,,,,,,,,,370bp4zp3mxe27rtx3gwhcems,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:656,656,77,173,5,52,52,TakeOn,1,1769,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
S. Idumbo,S. Idumbo,,,,,,,,,,370bp4zp3mxe27rtx3gwhcems,370bp4zp3mxe27rtx3gwhcems,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:658,658,77,173,6,52,52,Pass,1,1771,11,11,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,1.4,Square,No,No,0.00,,Other,None,
Brahim Díaz,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:661,661,78,173,1,53,53,BlockedPass,1,1771,1,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Brahim Díaz,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:662,662,78,173,2,53,53,Dispossessed,1,1772,1,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
S. Idumbo,,,,,,,,,,,,370bp4zp3mxe27rtx3gwhcems,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:663,663,,173,,,,Tackle,1,1772,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
Brahim Díaz,Brahim Díaz,Dani Ceballos,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,3jln1gzc0859ymphvq83i0mp5,3jln1gzc0859ymphvq83i0mp5,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:667,667,79,174,2,53,53,Pass,1,1775,13,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,6.5,Backward,Yes,No,0.00,,Other,None,
Dani Ceballos,Dani Ceballos,F. Valverde,,,,,,,,1i9wi65k2foqwudeqiyih87hl,i48mf81fxn2af1xxjzfi8gr9,i48mf81fxn2af1xxjzfi8gr9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:668,668,79,175,3,53,53,Pass,1,1777,13,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,15.8,Square,Yes,No,0.00,,Other,None,
F. Valverde,F. Valverde,K. Mbappé,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,1i9wi65k2foqwudeqiyih87hl,1i9wi65k2foqwudeqiyih87hl,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:669,669,79,176,4,53,53,Pass,1,1780,13,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0009,0.0,null-223,51.2,Square,Yes,Yes,0.00,,Other,None,
K. Mbappé,,,K. Mbappé,Álvaro Fernández,,José Ángel Carmona,5e9ilgrz3tzg9kd1gk3yvrahh,1i9wi65k2foqwudeqiyih87hl,6jq376l673aizjxxhhos2j52i,,,5e9ilgrz3tzg9kd1gk3yvrahh,agd2nhvdhp18dg1weape5olpl,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:670,670,79,177,5,53,53,AttemptSaved,1,1788,13,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.03,0.0000,16.2,null-223,0.0,Square,Yes,No,0.00,Open play,Right foot,High,3+
José Ángel Carmona,,,,,,,,,,,,6jq376l673aizjxxhhos2j52i,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:671,671,,176,,,,Save,1,1788,,,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,0.0,Square,Yes,No,0.00,,Other,None,
Dani Ceballos,Dani Ceballos,A. Tchouaméni,,,,,,,,aipyotc87m5bdvmvizd5n69k9,i48mf81fxn2af1xxjzfi8gr9,i48mf81fxn2af1xxjzfi8gr9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:673,673,80,178,1,53,53,Pass,1,1792,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,28.0,Backward,Yes,No,0.00,,Other,None,
A. Tchouaméni,A. Tchouaméni,Lucas Vázquez,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,aipyotc87m5bdvmvizd5n69k9,aipyotc87m5bdvmvizd5n69k9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:674,674,80,178,2,53,53,Pass,1,1801,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0002,0.0,null-223,14.3,Square,Yes,No,0.00,,Other,None,
Lucas Vázquez,Lucas Vázquez,A. Rüdiger,,,,,,,,6fzbp94hf19ysotdassrqdc5x,bf2pf3hs8gcvub4ivlve12ymt,bf2pf3hs8gcvub4ivlve12ymt,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:675,675,80,178,3,53,53,Pass,1,1805,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0001,0.0,null-223,28.7,Square,Yes,No,0.00,,Other,None,
A. Rüdiger,A. Rüdiger,K. Mbappé,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,6fzbp94hf19ysotdassrqdc5x,6fzbp94hf19ysotdassrqdc5x,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:676,676,80,178,4,53,53,Pass,1,1813,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0009,0.0,null-223,13.4,Forward,Yes,No,0.00,,Other,None,
K. Mbappé,K. Mbappé,F. Valverde,,,,,,,,1i9wi65k2foqwudeqiyih87hl,5e9ilgrz3tzg9kd1gk3yvrahh,5e9ilgrz3tzg9kd1gk3yvrahh,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:677,677,80,178,5,53,53,Pass,1,1814,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0003,0.0,null-223,13.4,Backward,Yes,No,0.00,,Other,None,
F. Valverde,F. Valverde,A. Tchouaméni,,,,,,,,aipyotc87m5bdvmvizd5n69k9,1i9wi65k2foqwudeqiyih87hl,1i9wi65k2foqwudeqiyih87hl,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:678,678,80,178,6,53,53,Pass,1,1815,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,14.1,Backward,Yes,No,0.00,,Other,None,
A. Tchouaméni,A. Tchouaméni,F. Valverde,,,,,,,,1i9wi65k2foqwudeqiyih87hl,aipyotc87m5bdvmvizd5n69k9,aipyotc87m5bdvmvizd5n69k9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:679,679,80,178,7,53,53,Pass,1,1817,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0001,0.0,null-223,9.7,Square,Yes,No,0.00,,Other,None,
F. Valverde,F. Valverde,A. Tchouaméni,,,,,,,,aipyotc87m5bdvmvizd5n69k9,1i9wi65k2foqwudeqiyih87hl,1i9wi65k2foqwudeqiyih87hl,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:680,680,80,178,8,53,53,Pass,1,1818,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,9.2,Square,Yes,No,0.00,,Other,None,
A. Tchouaméni,A. Tchouaméni,Brahim Díaz,,,,,,,,3jln1gzc0859ymphvq83i0mp5,aipyotc87m5bdvmvizd5n69k9,aipyotc87m5bdvmvizd5n69k9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:681,681,80,178,9,53,53,Pass,1,1820,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0001,0.0,null-223,12.2,Forward,Yes,No,0.00,,Other,None,
Brahim Díaz,Brahim Díaz,K. Mbappé,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,3jln1gzc0859ymphvq83i0mp5,3jln1gzc0859ymphvq83i0mp5,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:682,682,80,178,10,53,53,Pass,1,1822,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0230,0.0,null-223,36.5,Forward,Yes,No,0.00,,Other,None,
K. Mbappé,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:683,683,80,178,11,53,53,BallTouch,1,1824,32,53,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,0.0,Square,No,No,0.00,,Other,None,
L. Badé,L. Badé,A. Sambi Lokonga,,,,,,,,375gnysvjk9bvq02ex1lkmynd,rlgrvvibryod2g92hqc97ii2,rlgrvvibryod2g92hqc97ii2,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:687,687,81,180,2,54,54,Pass,1,1828,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,10.8,Square,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,A. Sambi Lokonga,L. Agoumé,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,375gnysvjk9bvq02ex1lkmynd,375gnysvjk9bvq02ex1lkmynd,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:688,688,81,180,3,54,54,Pass,1,1829,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,12.5,Backward,Yes,No,0.00,,Other,None,
L. Agoumé,L. Agoumé,A. Sambi Lokonga,,,,,,,,375gnysvjk9bvq02ex1lkmynd,c8mp2wwwyvy930vfjnivg2hre,c8mp2wwwyvy930vfjnivg2hre,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:689,689,81,180,4,54,54,Pass,1,1837,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,4.6,Square,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,A. Sambi Lokonga,L. Agoumé,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,375gnysvjk9bvq02ex1lkmynd,375gnysvjk9bvq02ex1lkmynd,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:690,690,81,180,5,54,54,Pass,1,1839,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,4.9,Square,Yes,No,0.00,,Other,None,
L. Agoumé,L. Agoumé,A. Sambi Lokonga,,,,,,,,375gnysvjk9bvq02ex1lkmynd,c8mp2wwwyvy930vfjnivg2hre,c8mp2wwwyvy930vfjnivg2hre,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:691,691,81,181,6,54,54,Pass,1,1844,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,9.5,Square,Yes,No,0.00,,Other,None,
A. Sambi Lokonga,A. Sambi Lokonga,L. Agoumé,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,375gnysvjk9bvq02ex1lkmynd,375gnysvjk9bvq02ex1lkmynd,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:692,692,81,181,7,54,54,Pass,1,1852,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,8.8,Backward,Yes,No,0.00,,Other,None,
L. Agoumé,L. Agoumé,,,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,c8mp2wwwyvy930vfjnivg2hre,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:693,693,81,181,8,54,54,Pass,1,1857,32,32,SEV,,,Sevilla,Sevilla,SEV,Sevilla,#ed1c24,179,2024-12-22,Real Madrid,Sevilla,2,0,SEV,SEV,10eyb18v5puw4ez03ocaug09m,179,RMA,3kq9cckrnlogidldtdie2fkbl,186,2,0,4,2,2,4,2,45,2024-12-22 15:15:00,L 2-4,0-2,0.00,0.0000,0.0,null-223,29.6,Forward,No,No,0.00,,Other,None,
A. Tchouaméni,A. Tchouaméni,A. Rüdiger,,,,,,,,6fzbp94hf19ysotdassrqdc5x,aipyotc87m5bdvmvizd5n69k9,aipyotc87m5bdvmvizd5n69k9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:697,697,82,183,2,55,55,Pass,1,1863,17,17,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,22.4,Square,Yes,No,0.00,,Other,None,
A. Rüdiger,A. Rüdiger,Dani Ceballos,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,6fzbp94hf19ysotdassrqdc5x,6fzbp94hf19ysotdassrqdc5x,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:698,698,82,183,3,55,55,Pass,1,1867,17,17,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,8.2,Square,Yes,No,0.00,,Other,None,
Dani Ceballos,Dani Ceballos,A. Rüdiger,,,,,,,,6fzbp94hf19ysotdassrqdc5x,i48mf81fxn2af1xxjzfi8gr9,i48mf81fxn2af1xxjzfi8gr9,,7dthscik4ewme768879kdhiqc,7dthscik4ewme768879kdhiqc,2445183,7dthscik4ewme768879kdhiqc:699,699,82,183,4,55,55,Pass,1,1868,17,17,RMA,,,Real Madrid,Real Madrid,RMA,Real Madrid,#0066FF,186,2024-12-22,Real Madrid,Sevilla,2,0,RMA,RMA,3kq9cckrnlogidldtdie2fkbl,186,SEV,10eyb18v5puw4ez03ocaug09m,179,0,2,4,2,4,2,2,45,2024-12-22 15:15:00,W 4-2,2-0,0.00,0.0000,0.0,null-223,8.7,Square,Yes,No,0.00,,Other,None,
